Id,tipo_moradia,localizacao,andares,nota_casa,ano_contrucao,preco,banheiros_tirar,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote
2189,Densidade Residencial Baixa,Edwards,1,7,1959,281643.976116786,5,2.0,1,,3820,47007
2190,Densidade Residencial Baixa,Edwards,1,5,1955,160031.711281258,2,0.0,2,2.0,1152,6012
2191,Densidade Residencial Baixa,Edwards,1,5,1955,162775.979779394,2,0.0,2,2.0,1152,6845
2192,Densidade Residencial Baixa,Edwards,1,5,1955,160735.445970193,2,0.0,1,2.0,784,6931
2193,Densidade Residencial Baixa,Edwards,2,7,1938,166646.109048572,2,0.0,1,2.0,1053,12180
2194,Densidade Residencial Baixa,Edwards,2,8,1947,188384.548444549,4,0.0,1,2.0,1137,8050
2195,Densidade Residencial Baixa,Edwards,1,5,1953,165830.697255197,2,1.0,1,1.0,930,9520
2196,Densidade Residencial Baixa,Edwards,2,6,1954,182138.358533039,3,1.0,1,1.0,1204,7692
2197,Densidade Residencial Baixa,Edwards,2,7,1923,171595.397975647,3,1.0,1,2.0,1292,5142
2198,Densidade Residencial Baixa,South & West of Iowa State University,1,8,1921,160337.079183809,2,1.0,1,2.0,1424,7290
2199,Densidade Residencial Baixa,South & West of Iowa State University,2,7,1930,191215.088671543,4,2.0,2,6.0,1920,7804
2200,Densidade Residencial Baixa,Crawford,2,6,1926,166956.093232213,2,1.0,1,2.0,1316,8969
2201,Densidade Residencial Baixa,Crawford,2,6,1914,186581.830878692,3,2.0,1,1.0,1264,15564
2202,Densidade Residencial Baixa,Crawford,2,9,1925,176450.548582099,3,1.0,1,3.0,1512,7609
2203,Densidade Residencial Baixa,Crawford,2,3,1923,193743.194909801,4,2.0,1,1.0,1603,9650
2204,Densidade Residencial Baixa,Crawford,2,6,1937,198882.566078408,4,1.0,1,2.0,1938,11700
2205,Densidade Residencial Baixa,Crawford,2,4,1938,176385.102235149,3,1.0,1,1.0,1374,9260
2206,Densidade Residencial Baixa,Crawford,1,5,1951,162447.639333636,2,1.0,1,2.0,1091,7801
2207,Densidade Residencial Baixa,Crawford,2,6,1935,193782.555676777,4,2.0,1,2.0,1873,9670
2208,Densidade Residencial Baixa,Crawford,2,9,1950,183653.890897141,3,2.0,1,4.0,2161,12392
2209,Densidade Residencial Baixa,Crawford,1,5,1956,210578.623546866,3,2.0,1,3.0,1898,26073
2210,Densidade Residencial Média,Bluestem,2,6,1980,158527.164107319,2,2.0,1,1.0,1032,1879
2211,Densidade Residencial Média,Iowa DOT and Rail Road,1,8,1926,163081.025723456,2,1.0,1,2.0,919,7000
2212,Densidade Residencial Média,Iowa DOT and Rail Road,2,8,1940,174388.867432503,3,1.0,1,1.0,1090,6000
2213,Densidade Residencial Média,Iowa DOT and Rail Road,2,7,1930,191905.870131966,4,0.0,1,1.0,1200,8155
2214,Densidade Residencial Média,Iowa DOT and Rail Road,2,5,1967,174388.867432503,3,1.0,1,2.0,1656,6000
2215,Densidade Residencial Média,Iowa DOT and Rail Road,1,7,1930,161642.711648983,2,1.0,1,1.0,912,7392
2216,Densidade Residencial Média,Iowa DOT and Rail Road,2,5,1958,186939.507215101,4,1.0,1,2.0,1955,9000
2217,,Iowa DOT and Rail Road,1,5,1952,172482.165792649,2,2.0,1,1.0,733,14584
2218,C (all),Iowa DOT and Rail Road,2,7,1895,159695.999763546,2,1.0,1,1.0,1361,5280
2219,C (all),Iowa DOT and Rail Road,2,7,1910,157230.369671007,2,1.0,1,1.0,1049,5150
2220,C (all),Iowa DOT and Rail Road,2,6,1920,179188.089925259,3,1.0,1,2.0,864,9000
2221,Densidade Residencial Média,Crawford,1,5,2007,157972.82120994,2,2.0,1,4.0,1648,3843
2222,Densidade Residencial Média,Crawford,1,5,2004,156804.951429181,2,2.0,1,4.0,1646,3811
2223,Densidade Residencial Baixa,Mitchell,1,5,1996,211491.972463654,3,3.0,1,4.0,2032,23730
2224,Densidade Residencial Baixa,Mitchell,2,5,1996,186537.246201062,3,3.0,1,3.0,1820,11050
2225,Densidade Residencial Baixa,Mitchell,2,4,1976,200468.161070551,4,2.0,2,4.0,1872,10260
2226,Densidade Residencial Baixa,Mitchell,1,5,1991,182241.340444154,3,2.0,1,3.0,1689,9990
2227,Densidade Residencial Baixa,Timberland,1,6,1986,157342.225898399,2,2.0,1,3.0,1501,4084
2228,Densidade Residencial Baixa,Timberland,1,5,2006,182022.387105998,3,3.0,1,3.0,1537,11563
2229,Densidade Residencial Baixa,Timberland,2,5,2007,181244.510876788,3,2.0,1,4.0,1780,12852
2230,Densidade Residencial Baixa,Timberland,2,5,2006,178556.671573788,3,2.0,1,3.0,1442,9802
2231,Densidade Residencial Baixa,Timberland,2,5,2008,189547.199876284,3,3.0,1,3.0,1612,12018
2232,Densidade Residencial Baixa,Timberland,1,5,1989,187948.65165563,3,2.0,1,2.0,1495,12890
2233,Densidade Residencial Baixa,Timberland,1,5,1986,194107.287565956,3,2.0,1,2.0,1256,18265
2234,Densidade Residencial Baixa,Timberland,1,5,2003,183521.710369283,3,2.0,1,3.0,1440,11202
2235,Densidade Residencial Baixa,Timberland,1,5,1999,183682.123638416,3,2.0,1,3.0,1675,7915
2236,Densidade Residencial Baixa,Timberland,1,5,2007,178483.353073443,3,2.0,1,3.0,1728,11449
2237,Densidade Residencial Baixa,Timberland,1,5,2005,184003.879764736,3,3.0,1,4.0,1964,11447
2238,Densidade Residencial Média,Mitchell,2,5,1997,171318.59033449,2,4.0,2,4.0,1344,8940
2239,Densidade Residencial Baixa,Mitchell,1,5,2007,162039.754313997,2,0.0,1,1.0,1092,9278
2240,Densidade Residencial Média,Mitchell,1,5,1997,154846.252190699,2,2.0,1,3.0,1189,4500
2241,Densidade Residencial Baixa,Mitchell,2,5,1964,194822.365690957,3,3.0,1,2.0,1200,14137
2242,Densidade Residencial Média,Meadow Village,1,6,1975,169788.738771463,3,2.0,1,1.0,1040,4224
2243,Densidade Residencial Média,Meadow Village,2,7,1976,178891.554489941,4,1.0,1,2.0,1475,2665
2244,Densidade Residencial Média,Meadow Village,2,7,1973,152084.772428865,2,1.0,1,2.0,988,1974
2245,Densidade Residencial Média,Meadow Village,2,6,1973,139169.86642879,1,1.0,1,2.0,988,1596
2246,Densidade Residencial Baixa,Mitchell,1,6,1968,192439.536044606,3,1.0,1,2.0,1160,17979
2247,Densidade Residencial Média,Meadow Village,2,9,1970,161067.859766557,3,0.0,1,3.0,1092,1477
2248,Densidade Residencial Baixa,Mitchell,1,7,1983,158762.648504781,2,1.0,1,2.0,816,6490
2249,Densidade Residencial Baixa,Mitchell,1,6,1982,175569.690441774,3,1.0,1,1.0,845,6600
2250,Densidade Residencial Baixa,Mitchell,1,6,1984,183659.795012187,3,2.0,1,1.0,889,12395
2251,,Iowa DOT and Rail Road,2,1,1900,280618.132617258,4,1.0,1,2.0,1836,56600
2252,Densidade Residencial Baixa,NAmes,1,6,1971,180051.809151659,3,2.0,1,2.0,1587,10667
2253,Densidade Residencial Baixa,Gilbert,2,5,1997,176519.18031559,3,2.0,1,3.0,1384,8872
2254,Densidade Residencial Baixa,Gilbert,2,5,1994,179028.429210291,3,2.0,1,3.0,1694,10147
2255,Densidade Residencial Baixa,Gilbert,2,5,1999,177161.583857224,3,2.0,1,4.0,1714,8637
2256,Densidade Residencial Baixa,Gilbert,2,5,1996,180081.508849842,3,2.0,1,3.0,1553,7875
2257,Densidade Residencial Baixa,Gilbert,2,5,1999,205895.254584712,5,2.0,1,4.0,2299,7500
2258,Densidade Residencial Baixa,Gilbert,1,5,1992,183389.78131415,3,2.0,1,2.0,1187,9556
2259,Densidade Residencial Baixa,Gilbert,2,5,1993,178543.647859512,3,2.0,1,3.0,1642,7655
2260,Densidade Residencial Baixa,Gilbert,1,6,1964,194798.320499104,3,2.0,1,2.0,1128,18160
2261,Densidade Residencial Baixa,Stone Brook,1,5,1988,162845.613675766,2,2.0,1,3.0,1179,4740
2262,Densidade Residencial Baixa,Stone Brook,1,5,1990,148103.867006579,1,2.0,1,2.0,1321,5118
2263,Densidade Residencial Baixa,Stone Brook,2,5,2005,201016.171121215,4,3.0,1,5.0,2541,12328
2264,Densidade Residencial Baixa,Stone Brook,1,5,2006,277936.12694354,4,3.0,1,4.0,2338,51974
2265,Densidade Residencial Baixa,Gilbert,1,5,1969,249768.279823405,3,3.0,1,3.0,1424,41600
2266,Densidade Residencial Baixa,Stone Brook,1,5,2006,161596.052159825,2,2.0,1,3.0,1612,8035
2267,Densidade Residencial Baixa,Stone Brook,1,5,2006,158011.114889899,1,2.0,1,3.0,2234,14082
2268,Densidade Residencial Baixa,Stone Brook,1,5,2006,194089.683858004,3,3.0,1,3.0,2042,13870
2269,Densidade Residencial Baixa,Northwest Ames,1,5,1984,181733.336941451,3,2.0,1,3.0,1284,10960
2270,Densidade Residencial Baixa,Northwest Ames,2,7,1981,182852.32772198,3,2.0,1,3.0,1479,12090
2271,Densidade Residencial Baixa,Northwest Ames,1,6,1978,189893.003058465,3,2.0,1,3.0,1664,12299
2272,Densidade Residencial Baixa,Northwest Ames,2,5,1979,194650.210979875,4,2.0,1,4.0,1930,11339
2273,Densidade Residencial Baixa,Northwest Ames,1,6,1984,187904.461286262,3,2.0,1,2.0,1177,11850
2274,Densidade Residencial Baixa,Northwest Ames,1,5,1979,171774.925622692,2,2.0,1,3.0,1353,10400
2275,Densidade Residencial Baixa,Northwest Ames,1,5,1971,177998.685921479,2,2.0,1,3.0,1220,13001
2276,Densidade Residencial Baixa,Northwest Ames,2,6,1976,175648.484325498,3,2.0,1,3.0,1324,8991
2277,Densidade Residencial Baixa,Northwest Ames,2,6,1974,196918.071362067,4,2.0,1,4.0,1877,8000
2278,Densidade Residencial Baixa,NAmes,1,6,1970,184299.838071218,3,2.0,1,2.0,1422,9457
2279,Densidade Residencial Baixa,NAmes,1,5,1970,182379.855682734,3,1.0,1,1.0,914,7920
2280,Densidade Residencial Baixa,NAmes,1,7,1961,184050.725802482,2,1.0,1,1.0,914,17199
2281,Densidade Residencial Alta,NAmes,1,5,2001,158296.975970284,2,2.0,1,2.0,1337,4113
2282,Densidade Residencial Alta,NAmes,1,5,1997,175053.355553278,2,2.0,1,3.0,1337,10943
2283,Densidade Residencial Média,Briardale,2,6,1973,162293.376090644,3,1.0,1,2.0,1092,2205
2284,Densidade Residencial Média,Briardale,2,5,1973,186328.880047186,4,1.0,1,2.0,1218,2058
2285,Densidade Residencial Baixa,Northpark Villa,1,7,1978,151422.116936538,2,1.0,1,2.0,1055,2304
2286,Densidade Residencial Baixa,NAmes,1,6,1966,181969.358707768,3,1.0,1,2.0,988,7150
2287,Densidade Residencial Baixa,Northridge Heights,1,5,2006,189122.67702416,3,3.0,1,3.0,1816,12469
2288,Densidade Residencial Baixa,Northridge Heights,1,5,2006,185645.475220346,3,3.0,1,2.0,1694,11825
2289,Densidade Residencial Baixa,Northridge Heights,1,5,2007,182829.898109257,2,3.0,1,4.0,2122,14333
2290,Densidade Residencial Baixa,Northridge Heights,2,5,2007,195848.788183328,3,3.0,1,4.0,2656,13641
2291,Densidade Residencial Baixa,Northridge Heights,2,5,2006,198785.059550672,4,3.0,1,3.0,2550,13440
2292,Densidade Residencial Baixa,Northridge Heights,1,5,2005,181676.126555428,2,3.0,1,4.0,2046,15431
2293,Densidade Residencial Baixa,Northridge Heights,1,5,2007,194131.012663328,3,3.0,1,3.0,2552,13891
2294,Densidade Residencial Baixa,Northridge Heights,2,5,2005,201416.004864508,4,3.0,1,3.0,2758,13654
2295,Densidade Residencial Baixa,Northridge Heights,1,5,2007,185096.577205616,2,3.0,1,5.0,2290,17169
2296,Densidade Residencial Baixa,Northridge Heights,2,5,2007,195158.972598372,3,2.0,1,3.0,2152,16659
2297,Densidade Residencial Baixa,Northridge Heights,2,5,2007,184795.783735112,3,3.0,1,4.0,2100,9709
2298,Densidade Residencial Baixa,Northridge Heights,1,5,2006,189168.263864671,3,3.0,1,3.0,1802,13615
2299,Densidade Residencial Baixa,Northridge Heights,2,5,2004,216855.260149095,5,3.0,1,3.0,2956,13069
2300,Densidade Residencial Baixa,Northridge Heights,2,5,2003,184946.642483576,3,3.0,1,4.0,2385,14277
2301,Densidade Residencial Baixa,Northridge Heights,2,5,2007,189317.51282069,3,3.0,1,4.0,1818,12568
2302,Densidade Residencial Baixa,Northridge Heights,1,5,2005,180803.277842406,3,3.0,1,3.0,1614,9926
2303,Densidade Residencial Baixa,Northridge Heights,1,5,2005,175061.18585763,3,2.0,1,3.0,1721,9254
2304,Densidade Residencial Baixa,Northridge Heights,2,5,2006,179074.839090732,3,3.0,1,3.0,1828,10732
2305,Densidade Residencial Baixa,Northridge Heights,1,5,2005,145708.764336107,1,2.0,1,3.0,1302,3901
2306,Densidade Residencial Baixa,Northridge Heights,1,5,2005,142398.022752011,1,2.0,1,3.0,1302,3903
2307,Densidade Residencial Baixa,Northridge Heights,1,5,2005,161474.534863641,2,2.0,1,3.0,1362,6289
2308,Densidade Residencial Baixa,Northridge Heights,1,5,2006,157025.945155458,2,2.0,1,2.0,1554,4590
2309,Densidade Residencial Baixa,Northridge Heights,1,5,2005,163424.037827357,2,2.0,1,3.0,1577,7841
2310,Densidade Residencial Baixa,Northridge Heights,1,5,2006,164692.778645345,2,2.0,1,2.0,1324,6240
2311,Densidade Residencial Baixa,Northridge Heights,1,5,2003,152163.2443541,2,2.0,1,3.0,1405,3242
2312,Densidade Residencial Baixa,Gilbert,2,5,2007,192383.215486656,3,2.0,1,3.0,1496,15810
2313,Densidade Residencial Baixa,Gilbert,2,5,2005,182520.230322476,3,2.0,1,3.0,1536,10237
2314,Densidade Residencial Baixa,Gilbert,2,5,2006,187254.507549722,3,2.0,1,2.0,1458,13204
2315,Densidade Residencial Baixa,Gilbert,2,5,2006,176489.659740359,3,2.0,1,3.0,1495,8857
2316,Densidade Residencial Baixa,Gilbert,2,5,2006,181520.466841293,3,3.0,1,4.0,1746,9729
2317,Densidade Residencial Baixa,Gilbert,1,5,2005,186414.978214721,3,2.0,1,3.0,1326,12216
2318,Densidade Residencial Baixa,Gilbert,2,5,2007,185197.764639705,3,2.0,1,3.0,1504,8229
2319,Densidade Residencial Baixa,Gilbert,2,5,2007,178657.794083741,3,2.0,1,3.0,1456,7713
2320,Densidade Residencial Baixa,Gilbert,1,6,2007,179731.198023759,3,2.0,1,2.0,1258,7697
2321,Densidade Residencial Baixa,Bloomington Heights,1,5,2003,161748.271317074,2,3.0,1,3.0,1589,3621
2322,Densidade Residencial Baixa,Bloomington Heights,1,5,2007,158608.749069322,2,2.0,1,2.0,1266,3710
2323,Densidade Residencial Baixa,Gilbert,2,5,2004,178807.370559878,2,2.0,1,3.0,1119,16219
2324,Densidade Residencial Baixa,Gilbert,2,5,2004,184187.158803897,3,2.0,1,4.0,1374,11084
2325,Densidade Residencial Baixa,Gilbert,1,5,2006,181686.10402108,3,2.0,1,3.0,1525,10936
2326,Densidade Residencial Baixa,Gilbert,2,5,2003,190311.050228337,3,2.0,1,3.0,1394,11950
2327,Densidade Residencial Baixa,Gilbert,2,5,2003,192252.496354076,4,2.0,1,3.0,1948,7875
2328,Densidade Residencial Baixa,Gilbert,2,5,2002,193954.849525775,4,2.0,1,3.0,1995,8740
2329,Densidade Residencial Baixa,Gilbert,2,5,2000,181044.201560887,3,2.0,1,4.0,1690,9487
2330,Densidade Residencial Baixa,Gilbert,2,5,1999,180258.131219792,3,2.0,1,3.0,1644,9649
2331,Densidade Residencial Baixa,Northridge,2,5,1997,199641.657313834,4,3.0,1,4.0,2551,12191
2332,Densidade Residencial Baixa,Northridge,2,5,1998,197530.775205517,4,3.0,1,4.0,3078,10557
2333,Densidade Residencial Baixa,Northridge,2,5,1998,191777.196949138,4,3.0,1,4.0,2582,11002
2334,Densidade Residencial Baixa,Northridge,2,5,1998,195779.543033588,4,3.0,1,3.0,2385,10790
2335,Densidade Residencial Baixa,Northridge,2,5,1992,202112.046522999,4,2.0,1,4.0,2202,11762
2336,Densidade Residencial Baixa,Northridge,2,5,1996,192343.34807661,4,3.0,1,3.0,2538,9044
2337,Densidade Residencial Baixa,Somerset,1,6,2007,185191.359443218,3,2.0,1,2.0,1369,9910
2338,Densidade Residencial Baixa,Somerset,1,5,2007,186760.207965688,3,3.0,1,3.0,1542,11830
2339,Densidade Residencial Baixa,Somerset,1,5,2006,177733.78193528,3,2.0,1,2.0,1534,10612
2340,Densidade Residencial Baixa,Somerset,1,5,2007,164430.391189608,1,3.0,1,3.0,1966,12291
2341,Densidade Residencial Baixa,Somerset,1,5,2007,185299.601552401,3,2.0,1,5.0,1528,9965
2342,Densidade Residencial Baixa,Somerset,1,5,2005,186414.012339254,3,2.0,1,3.0,1538,8847
2343,Densidade Residencial Baixa,Somerset,1,5,2005,176401.921054593,3,2.0,1,3.0,1506,8251
2344,Densidade Residencial Baixa,Somerset,2,5,2006,182381.322639642,3,3.0,1,3.0,1977,9605
2345,Densidade Residencial Baixa,Somerset,2,5,2006,176334.184710805,3,3.0,1,3.0,1830,8778
2346,Área Residencial de Vilas Flutuantes,Somerset,1,5,2007,184901.735847457,3,2.0,1,2.0,1338,8640
2347,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,180085.766885029,3,2.0,1,2.0,1335,9000
2348,Área Residencial de Vilas Flutuantes,Somerset,2,5,2007,184901.735847457,3,2.0,1,3.0,1792,8640
2349,Área Residencial de Vilas Flutuantes,Somerset,2,5,2007,183967.561548763,3,2.0,1,3.0,1588,10411
2350,Área Residencial de Vilas Flutuantes,Somerset,2,5,2007,193046.301574659,3,3.0,1,4.0,1880,12217
2351,Área Residencial de Vilas Flutuantes,Somerset,1,5,2007,168538.969495849,2,2.0,1,2.0,1584,10440
2352,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,170157.842016969,2,3.0,1,2.0,1685,11824
2353,Área Residencial de Vilas Flutuantes,Somerset,2,5,2004,196559.709259637,4,3.0,1,3.0,2443,10625
2354,Densidade Residencial Baixa,Sawyer West,1,5,2006,177133.709361852,3,0.0,1,2.0,1100,7500
2355,Densidade Residencial Baixa,Sawyer West,1,5,2006,181553.279576244,3,0.0,1,2.0,1143,7500
2356,Densidade Residencial Baixa,Sawyer West,1,5,2003,185770.606634739,3,2.0,1,2.0,1094,12450
2357,Densidade Residencial Baixa,Sawyer West,1,5,2006,177017.595099274,3,2.0,1,2.0,1486,7441
2358,Densidade Residencial Baixa,Sawyer West,2,5,1993,184123.358536806,3,2.0,1,3.0,1820,11613
2359,Densidade Residencial Baixa,Sawyer West,2,5,1980,165970.357492196,2,1.0,1,2.0,1266,8012
2360,Densidade Residencial Baixa,Sawyer,1,5,1977,158151.985049452,2,1.0,1,2.0,894,6285
2361,Densidade Residencial Baixa,Sawyer,1,7,1968,177086.476441481,3,2.0,1,3.0,1040,7476
2362,Densidade Residencial Baixa,Veenker,2,5,1990,196373.896176551,3,2.0,1,4.0,2503,19522
2363,Densidade Residencial Baixa,Sawyer,1,5,1974,172465.707083115,2,2.0,1,2.0,1037,10751
2364,Densidade Residencial Baixa,Sawyer,1,7,1973,168590.782409896,2,2.0,1,2.0,1055,12712
2365,Área Residencial de Vilas Flutuantes,Somerset,1,5,2004,158820.474171061,2,2.0,1,3.0,1378,4379
2366,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,151611.37057651,2,2.0,1,3.0,1151,3523
2367,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,152125.028585543,2,2.0,1,3.0,1565,3784
2368,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,158404.073081048,2,2.0,1,3.0,1352,3606
2369,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,160692.078640755,2,2.0,1,3.0,1550,5330
2370,Área Residencial de Vilas Flutuantes,Somerset,2,5,1999,170175.22684199,3,2.0,1,4.0,1501,2280
2371,Área Residencial de Vilas Flutuantes,Somerset,2,5,2000,169854.436591138,3,2.0,1,3.0,1573,2117
2372,Área Residencial de Vilas Flutuantes,Somerset,1,5,1999,183410.785819008,3,2.0,1,2.0,1358,7321
2373,Área Residencial de Vilas Flutuantes,Somerset,2,5,2003,180347.194026928,3,2.0,1,4.0,2048,8010
2374,Área Residencial de Vilas Flutuantes,Somerset,2,5,1998,178930.528374292,3,2.0,1,4.0,2362,8413
2375,Densidade Residencial Baixa,Veenker,1,5,1994,153346.220086301,1,2.0,1,3.0,1494,9466
2376,Densidade Residencial Baixa,Veenker,1,6,1980,182675.204270589,3,2.0,1,4.0,2362,12000
2377,Densidade Residencial Baixa,Veenker,1,5,1981,180770.649792036,2,2.0,1,3.0,2497,17778
2378,Densidade Residencial Baixa,Northwest Ames,1,6,1968,188714.148087543,3,2.0,1,3.0,1152,11700
2379,Densidade Residencial Baixa,Northwest Ames,2,6,1970,191393.608594076,4,2.0,1,4.0,2411,8000
2380,Densidade Residencial Baixa,Northwest Ames,2,6,1969,174016.157494425,3,2.0,1,2.0,1082,8723
2381,Densidade Residencial Baixa,Northwest Ames,1,5,1968,183189.685319552,3,2.0,1,3.0,1295,11700
2382,Densidade Residencial Baixa,Northwest Ames,1,7,1972,183621.508757866,3,2.0,1,2.0,1610,11358
2383,Densidade Residencial Baixa,Northwest Ames,1,6,1993,168991.29635758,2,2.0,1,2.0,1594,9547
2384,Densidade Residencial Baixa,Northwest Ames,2,6,1993,185306.650665866,3,2.0,1,4.0,2075,10530
2385,Densidade Residencial Baixa,Northwest Ames,1,7,1966,189030.680303208,3,2.0,1,3.0,1093,10738
2386,Densidade Residencial Baixa,Northwest Ames,1,5,1963,179208.665698449,3,1.0,1,2.0,1052,10800
2387,Densidade Residencial Baixa,NAmes,1,6,1967,174901.452792889,3,1.0,1,2.0,1107,8050
2388,Densidade Residencial Baixa,NAmes,1,5,1964,168337.406544343,2,3.0,2,2.0,1224,10899
2389,Densidade Residencial Baixa,NAmes,1,5,1956,158234.96461859,2,2.0,1,1.0,1074,7450
2390,Densidade Residencial Baixa,NAmes,1,5,1961,179562.453368834,2,2.0,1,2.0,1187,14357
2391,Densidade Residencial Baixa,NAmes,1,7,1961,174176.391640607,3,2.0,1,1.0,964,8243
2392,Densidade Residencial Baixa,NAmes,1,7,1960,173931.531845427,3,1.0,1,1.0,894,8680
2393,Densidade Residencial Baixa,NAmes,1,6,1966,184111.729429665,3,2.0,1,3.0,1200,8800
2394,Densidade Residencial Baixa,NAmes,2,5,1965,179374.482001188,3,2.0,1,2.0,1042,9200
2395,Densidade Residencial Baixa,NAmes,2,7,1964,207348.811884535,5,2.0,1,3.0,2154,8800
2396,Densidade Residencial Baixa,NAmes,1,5,1964,186983.419339031,3,1.0,1,2.0,1374,11382
2397,Densidade Residencial Baixa,NAmes,1,7,1959,206779.094049527,3,2.0,1,3.0,1652,22002
2398,Densidade Residencial Baixa,NAmes,2,7,1940,177472.074683935,2,2.0,1,1.0,908,12172
2399,Densidade Residencial Baixa,Brookside,1,3,1946,156727.948324862,2,0.0,1,2.0,666,5000
2400,Densidade Residencial Baixa,Brookside,2,5,1945,157090.568462479,2,0.0,1,2.0,670,3500
2401,Densidade Residencial Baixa,Brookside,1,8,1958,160387.032696693,2,1.0,1,1.0,808,5175
2402,Densidade Residencial Baixa,NAmes,1,6,1955,172410.28005086,2,1.0,1,2.0,1150,9600
2403,Densidade Residencial Baixa,NAmes,1,5,1968,191603.365657467,4,3.0,2,2.0,1560,8668
2404,Densidade Residencial Baixa,NAmes,2,6,1966,182152.207151253,3,2.0,1,3.0,1280,10050
2405,Densidade Residencial Baixa,NAmes,2,5,1961,180161.697340702,3,2.0,1,2.0,1254,9600
2406,Densidade Residencial Baixa,NAmes,1,7,1957,169652.235284283,2,1.0,1,2.0,936,8760
2407,Densidade Residencial Baixa,NAmes,1,6,1956,182503.520140218,3,1.0,1,2.0,1008,6860
2408,Densidade Residencial Baixa,NAmes,1,7,1963,179714.630677039,3,2.0,1,2.0,1053,8250
2409,Densidade Residencial Baixa,NAmes,1,5,1960,180282.570719908,3,1.0,1,1.0,1144,9100
2410,Densidade Residencial Baixa,NAmes,1,6,1957,192600.338060371,4,2.0,1,1.0,1721,9736
2411,Densidade Residencial Baixa,NAmes,1,5,1957,166115.491248565,2,1.0,1,2.0,922,9770
2412,Densidade Residencial Baixa,NAmes,1,6,1955,186379.553524443,3,1.0,1,1.0,1411,12198
2413,Densidade Residencial Baixa,NAmes,1,5,1955,184361.992258449,3,1.0,1,2.0,1216,10050
2414,Densidade Residencial Baixa,NAmes,1,9,1953,186220.965458121,3,1.0,1,2.0,1154,11556
2415,Densidade Residencial Baixa,NAmes,1,5,1958,198176.47090687,4,2.0,2,2.0,1560,8078
2416,Densidade Residencial Baixa,NAmes,1,6,1952,168437.776500131,2,2.0,1,1.0,948,10950
2417,Densidade Residencial Baixa,NAmes,1,7,1953,178003.582312015,3,1.0,1,2.0,1040,7942
2418,Densidade Residencial Baixa,NAmes,1,8,1956,179180.469244588,3,1.0,1,2.0,925,8540
2419,Densidade Residencial Baixa,NAmes,2,4,1955,191930.561104806,4,1.0,1,2.0,1540,7150
2420,Densidade Residencial Baixa,NAmes,1,5,1955,175590.266214964,3,1.0,1,2.0,925,8400
2421,Densidade Residencial Baixa,NAmes,1,6,1953,176713.19307219,3,1.0,1,2.0,1647,9532
2422,Densidade Residencial Baixa,Old Town,1,5,1952,180159.090947005,2,1.0,1,1.0,924,15783
2423,Densidade Residencial Baixa,Old Town,2,7,1890,188090.100808026,3,0.0,1,2.0,1544,14190
2424,Densidade Residencial Baixa,NAmes,2,6,1953,186184.717727913,3,1.0,1,2.0,1728,12099
2425,Densidade Residencial Baixa,NAmes,2,4,1935,223055.588672278,4,3.0,1,4.0,3086,21281
2426,Densidade Residencial Baixa,Old Town,2,7,1925,158270.753116401,1,2.0,1,3.0,1281,10284
2427,Densidade Residencial Baixa,Old Town,2,9,1895,184733.12846644,3,0.0,1,2.0,1534,10800
2428,Densidade Residencial Baixa,NAmes,2,5,1963,199926.378957429,4,1.0,1,3.0,1651,10090
2429,Densidade Residencial Baixa,NAmes,1,7,1961,175075.785166001,3,1.0,1,2.0,888,8700
2430,Densidade Residencial Baixa,NAmes,1,6,1968,180917.925148076,3,1.0,1,2.0,952,8300
2431,Densidade Residencial Baixa,NAmes,1,3,1950,182067.760625207,3,1.0,1,2.0,1238,7200
2432,Densidade Residencial Baixa,NAmes,1,7,1959,178238.60191545,3,1.0,1,2.0,1040,7500
2433,Densidade Residencial Baixa,NAmes,1,6,1958,173454.944606532,3,1.0,1,2.0,1170,7315
2434,Densidade Residencial Baixa,NAmes,1,5,1960,176821.936262814,3,1.0,1,3.0,1242,7903
2435,Densidade Residencial Baixa,NAmes,1,5,1960,183642.191304235,3,1.0,1,2.0,1377,8000
2436,Densidade Residencial Baixa,NAmes,1,6,1961,177254.582741058,3,1.0,1,1.0,925,7000
2437,Densidade Residencial Baixa,NAmes,1,5,1962,168715.950111702,2,1.0,1,1.0,864,6600
2438,Densidade Residencial Baixa,NAmes,2,5,1962,180096.931198144,3,1.0,1,2.0,936,6760
2439,Densidade Residencial Média,Old Town,1,7,1926,160620.728178758,2,2.0,1,1.0,960,6978
2440,Densidade Residencial Média,Old Town,2,6,1927,175286.544392273,3,2.0,1,1.0,1296,6000
2441,Densidade Residencial Média,Old Town,1,5,1922,153494.783276297,2,1.0,1,2.0,1022,4480
2442,Densidade Residencial Média,Old Town,1,6,1920,156407.65915545,2,1.0,1,1.0,967,3153
2443,Densidade Residencial Média,Old Town,1,8,1940,162162.525245786,2,2.0,1,1.0,1072,7200
2444,Densidade Residencial Média,Old Town,2,8,1900,166809.886827197,2,2.0,1,1.0,1174,9000
2445,Densidade Residencial Média,Old Town,2,6,1900,172929.156408918,3,1.0,1,1.0,1141,5925
